year,jaras,cause_name,male_smr,female_smr,total_smr
2007,Hajduszoboszloi_jaras, Idült alsó légúti betegségek  ,4.09,3.49,3.55
,,,,,
2007,Hajduszoboszloi_jaras, Az emésztõrendszer betegségei ,7.01,2.8,4.83
,,,,,
2007,Hajduszoboszloi_jaras, Krónikus májbetegségek és cirrózis ,3.81,1.2,2.46
,,,,,
2007,Hajduszoboszloi_jaras, A morbiditás és mortalitás küldõ okai ,11.48,4.82,8.17
,,,,,
2007,Hajduszoboszloi_jaras, Balesetek ,3.75,2.4,3.06
,,,,,
2007,Hajduszoboszloi_jaras, Közlekedési balesetek ,1.73,0.41,1.06
,,,,,
2007,Hajduszoboszloi_jaras, Esések ,1.13,0.69,0.89
,,,,,
2007,Hajduszoboszloi_jaras, Szándékos önártalom ,7.24,2.42,4.86
,,,,,
2007,Hajduszoboszloi_jaras, Testi sértés ,0,0,0
,,,,,
2007,Hajduszoboszloi_jaras, Elkerülhetõ halálozások ,19.21,16.74,18.02
,,,,,
2007,Hajduszoboszloi_jaras, Dohányzásnak tulajdonítható ,27.22,10.69,18.82
,,,,,
2007,Sarkadi_jaras, Összes halálozás ,155.44,140.96,150.54
,,,,,
2007,Sarkadi_jaras, Fertõzõ és parazitás betegségek ,0,0.64,0.35
,,,,,
2007,Sarkadi_jaras, Humán immunodeficiencia vírus (HIV) betegség  ,0,0,0
,,,,,
2007,Sarkadi_jaras, Rosszindulatú daganatok ,44.67,25.01,35.02
,,,,,
2007,Sarkadi_jaras, A gyomor rosszindulatú daganata ,5.85,0.74,3.26
,,,,,
2007,Sarkadi_jaras, A vastagbél rosszindulatú daganata ,1.56,1.6,1.5
,,,,,
2007,Sarkadi_jaras, Vastagbél és végbél rosszindulatú daganata ,3.22,3.42,3.31
,,,,,
2007,Sarkadi_jaras," A gége, a légcsõ, a hörgõ és tüdõ  rosszindulatú daganata ",15.44,5.31,10.44
,,,,,
2007,Sarkadi_jaras, A bõr rosszindulatú melanomája ,0,0,0
,,,,,
2007,Sarkadi_jaras, Az emlõ rosszindulatú daganata ,0,1.85,0.87
,,,,,
2007,Sarkadi_jaras, A méhnyak rosszindulatú daganata ,0,1.8,0.86
,,,,,
2007,Sarkadi_jaras, A prostata rosszindulatú daganata ,2.31,0,1.12
,,,,,
2007,Sarkadi_jaras, A nyirok- és vérképzõszervek és rokon szövetek rosszindulatú daganatai  ,0.96,2.57,1.73
,,,,,
2007,Sarkadi_jaras, Mentális és viselkedészavarok ,0.63,3.97,2.19
,,,,,
2007,Sarkadi_jaras, Keringési rendszer betegségei ,78.24,85.36,83.35
,,,,,
2007,Sarkadi_jaras, Ischaemiás szívbetegség ,38.21,35.46,37.08
,,,,,
2007,Sarkadi_jaras, Cerebrovasculáris betegségek ,24.15,14.08,19.72
,,,,,
2007,Sarkadi_jaras, A légzõrendszer betegségei ,5.09,4.31,4.55
,,,,,
2007,Sarkadi_jaras, Idült alsó légúti betegségek  ,5.09,2.62,3.88
,,,,,
2007,Sarkadi_jaras, Az emésztõrendszer betegségei ,7.15,6.8,7.46
,,,,,
2007,Sarkadi_jaras, Krónikus májbetegségek és cirrózis ,4.94,2.66,3.86
,,,,,
2007,Sarkadi_jaras, A morbiditás és mortalitás küldõ okai ,12.68,7.29,10.15
,,,,,
2007,Sarkadi_jaras, Balesetek ,7.31,4.64,6.02
,,,,,
2007,Sarkadi_jaras, Közlekedési balesetek ,1.72,0,0.79
,,,,,
2007,Sarkadi_jaras, Esések ,2.09,1.65,1.9
,,,,,
2007,Sarkadi_jaras, Szándékos önártalom ,5.37,2.65,4.13
,,,,,
2007,Sarkadi_jaras, Testi sértés ,0,0,0
,,,,,
2007,Sarkadi_jaras, Elkerülhetõ halálozások ,31.22,22.67,26.88
,,,,,
2007,Sarkadi_jaras, Dohányzásnak tulajdonítható ,35.74,13.09,24.76
,,,,,
2007,Tabi_jaras, Összes halálozás ,135.02,158.99,134.56
,,,,,
2007,Tabi_jaras, Fertõzõ és parazitás betegségek ,0,0,0
,,,,,
2007,Tabi_jaras, Humán immunodeficiencia vírus (HIV) betegség  ,0,0,0
,,,,,
2007,Tabi_jaras, Rosszindulatú daganatok ,33.41,23.84,28.07
,,,,,
2007,Tabi_jaras, A gyomor rosszindulatú daganata ,0,0,0
,,,,,
2007,Tabi_jaras, A vastagbél rosszindulatú daganata ,2.4,3.01,2.7
,,,,,
2007,Tabi_jaras, Vastagbél és végbél rosszindulatú daganata ,2.4,4.22,3.35
,,,,,
2007,Tabi_jaras," A gége, a légcsõ, a hörgõ és tüdõ  rosszindulatú daganata ",13.74,3.84,8.67
,,,,,
2007,Tabi_jaras, A bõr rosszindulatú melanomája ,2.52,0,1.21
,,,,,
2007,Tabi_jaras, Az emlõ rosszindulatú daganata ,0,5.42,2.71
,,,,,
2007,Tabi_jaras, A méhnyak rosszindulatú daganata ,0,0,0
,,,,,
2007,Tabi_jaras, A prostata rosszindulatú daganata ,1.36,0,0.59
,,,,,
2007,Tabi_jaras, A nyirok- és vérképzõszervek és rokon szövetek rosszindulatú daganatai  ,0,3.23,1.65
,,,,,
2007,Tabi_jaras, Mentális és viselkedészavarok ,7.69,1.29,4.42
,,,,,
2007,Tabi_jaras, Keringési rendszer betegségei ,48.14,79.32,60.55
,,,,,
2007,Tabi_jaras, Ischaemiás szívbetegség ,22.89,42.81,28.41
,,,,,
2007,Tabi_jaras, Cerebrovasculáris betegségek ,17.45,15.52,17.01
,,,,,
2007,Tabi_jaras, A légzõrendszer betegségei ,9.43,3.71,6.32
,,,,,
2007,Tabi_jaras, Idült alsó légúti betegségek  ,8.29,1.15,4.56
,,,,,
2007,Tabi_jaras, Az emésztõrendszer betegségei ,10.75,2.48,6.68
,,,,,
2007,Tabi_jaras, Krónikus májbetegségek és cirrózis ,9.65,1.19,5.43
,,,,,
2007,Tabi_jaras, A morbiditás és mortalitás küldõ okai ,11.89,0.66,6.35
,,,,,
2007,Tabi_jaras, Balesetek ,4.49,0.66,2.58
,,,,,
2007,Tabi_jaras, Közlekedési balesetek ,2.88,0,1.4
,,,,,
2007,Tabi_jaras, Esések ,0,0.66,0.34
,,,,,
2007,Tabi_jaras, Szándékos önártalom ,5.97,0,3.09
,,,,,
2007,Tabi_jaras, Testi sértés ,1.43,0,0.69
,,,,,
2007,Tabi_jaras, Elkerülhetõ halálozások ,20.19,15.2,17.7
,,,,,
2007,Tabi_jaras, Dohányzásnak tulajdonítható ,29.14,7.75,17.96
,,,,,
2007,Veszpremi_jaras, Összes halálozás ,114.14,99.73,107.17
,,,,,
2007,Veszpremi_jaras, Fertõzõ és parazitás betegségek ,0,0,0
,,,,,
2007,Veszpremi_jaras, Humán immunodeficiencia vírus (HIV) betegség  ,0,0,0
,,,,,
2007,Veszpremi_jaras, Rosszindulatú daganatok ,33.68,18.62,26.08
,,,,,
2007,Veszpremi_jaras, A gyomor rosszindulatú daganata ,3.09,1.81,2.47
,,,,,
2007,Veszpremi_jaras, A vastagbél rosszindulatú daganata ,1.78,3.05,2.46
,,,,,
2007,Veszpremi_jaras, Vastagbél és végbél rosszindulatú daganata ,4.67,3.57,4.14
,,,,,
2007,Veszpremi_jaras," A gége, a légcsõ, a hörgõ és tüdõ  rosszindulatú daganata ",11.59,3.46,7.45
,,,,,
2007,Veszpremi_jaras, A bõr rosszindulatú melanomája ,0.6,0,0.28
,,,,,
2007,Veszpremi_jaras, Az emlõ rosszindulatú daganata ,0,2.33,1.21
,,,,,
2007,Veszpremi_jaras, A méhnyak rosszindulatú daganata ,0,1.17,0.6
,,,,,
2007,Veszpremi_jaras, A prostata rosszindulatú daganata ,2.1,0,1.02
,,,,,
2007,Veszpremi_jaras, A nyirok- és vérképzõszervek és rokon szövetek rosszindulatú daganatai  ,1.24,0.63,0.93
,,,,,
2007,Veszpremi_jaras, Mentális és viselkedészavarok ,1.03,0.69,0.86
,,,,,
2007,Veszpremi_jaras, Keringési rendszer betegségei ,47.62,57.59,52.83
,,,,,
2007,Veszpremi_jaras, Ischaemiás szívbetegség ,24.38,21.19,22.76
,,,,,
2007,Veszpremi_jaras, Cerebrovasculáris betegségek ,10.63,20.06,15.3
,,,,,
2007,Veszpremi_jaras, A légzõrendszer betegségei ,4.21,2.1,3.11
,,,,,
2007,Veszpremi_jaras, Idült alsó légúti betegségek  ,3.45,1,2.2
,,,,,
2007,Veszpremi_jaras, Az emésztõrendszer betegségei ,7.75,5.92,6.93
,,,,,
2007,Veszpremi_jaras, Krónikus májbetegségek és cirrózis ,4.54,3.78,4.16
,,,,,
2007,Veszpremi_jaras, A morbiditás és mortalitás küldõ okai ,9.72,4.81,7.14
,,,,,
2007,Veszpremi_jaras, Balesetek ,4.24,2.89,3.52
,,,,,
2007,Veszpremi_jaras, Közlekedési balesetek ,2.87,0.95,1.85
,,,,,
2007,Veszpremi_jaras, Esések ,0.26,1.25,0.78
,,,,,
2007,Veszpremi_jaras, Szándékos önártalom ,5.48,1.31,3.32
,,,,,
2007,Veszpremi_jaras, Testi sértés ,0,0.28,0.14
,,,,,
2007,Veszpremi_jaras, Elkerülhetõ halálozások ,17.42,13.23,15.32
,,,,,
2007,Veszpremi_jaras, Dohányzásnak tulajdonítható ,24.07,7.29,15.49
,,,,,
2007,Torokszentmiklosi_jaras, Összes halálozás ,147.08,125.44,136.57
,,,,,
2007,Torokszentmiklosi_jaras, Fertõzõ és parazitás betegségek ,1.12,0,0.47
,,,,,
2007,Torokszentmiklosi_jaras, Humán immunodeficiencia vírus (HIV) betegség  ,0,0,0
,,,,,
2007,Torokszentmiklosi_jaras, Rosszindulatú daganatok ,34.71,29.34,32.14
,,,,,
2007,Torokszentmiklosi_jaras, A gyomor rosszindulatú daganata ,2.21,1.46,1.82
,,,,,
2007,Torokszentmiklosi_jaras, A vastagbél rosszindulatú daganata ,4.39,3.1,3.71
,,,,,
2007,Torokszentmiklosi_jaras, Vastagbél és végbél rosszindulatú daganata ,4.9,4.16,4.52
,,,,,
2007,Torokszentmiklosi_jaras," A gége, a légcsõ, a hörgõ és tüdõ  rosszindulatú daganata ",14.67,7.92,11.3
,,,,,
2007,Torokszentmiklosi_jaras, A bõr rosszindulatú melanomája ,0.46,0,0.21
,,,,,
2007,Torokszentmiklosi_jaras, Az emlõ rosszindulatú daganata ,0,4.19,2.12
,,,,,
2007,Torokszentmiklosi_jaras, A méhnyak rosszindulatú daganata ,0,1.28,0.66
,,,,,
2007,Torokszentmiklosi_jaras, A prostata rosszindulatú daganata ,0.5,0,0.26
,,,,,
2007,Torokszentmiklosi_jaras, A nyirok- és vérképzõszervek és rokon szövetek rosszindulatú daganatai  ,0,1.57,0.79
,,,,,
2007,Torokszentmiklosi_jaras, Mentális és viselkedészavarok ,1.13,1.33,1.22
,,,,,
2007,Torokszentmiklosi_jaras, Keringési rendszer betegségei ,68.25,70.08,69.46
,,,,,
2007,Torokszentmiklosi_jaras, Ischaemiás szívbetegség ,40.22,41.67,40.96
,,,,,
2007,Torokszentmiklosi_jaras, Cerebrovasculáris betegségek ,11.5,8.42,10.1
,,,,,
2007,Torokszentmiklosi_jaras, A légzõrendszer betegségei ,7.94,5.14,6.5
,,,,,
2007,Torokszentmiklosi_jaras, Idült alsó légúti betegségek  ,5.88,4.6,5.19
,,,,,
2007,Torokszentmiklosi_jaras, Az emésztõrendszer betegségei ,12.74,3.79,8.21
,,,,,
2007,Torokszentmiklosi_jaras, Krónikus májbetegségek és cirrózis ,8.53,1.92,5.12
,,,,,
2007,Torokszentmiklosi_jaras, A morbiditás és mortalitás küldõ okai ,12.6,5.2,8.93
,,,,,
2007,Torokszentmiklosi_jaras, Balesetek ,3.24,2.89,3.08
,,,,,
2007,Torokszentmiklosi_jaras, Közlekedési balesetek ,1.49,1.99,1.75
,,,,,
2007,Torokszentmiklosi_jaras, Esések ,1.26,0.9,1.09
,,,,,
2007,Torokszentmiklosi_jaras, Szándékos önártalom ,8.89,2.3,5.62
,,,,,
2007,Torokszentmiklosi_jaras, Testi sértés ,0.47,0,0.23
,,,,,
2007,Torokszentmiklosi_jaras, Elkerülhetõ halálozások ,21.14,17.93,19.54
,,,,,
2007,Torokszentmiklosi_jaras, Dohányzásnak tulajdonítható ,33.47,15.75,24.48
,,,,,
2007,Budapest_03._ker., Összes halálozás ,104.95,102.29,102.69
,,,,,
2007,Budapest_03._ker., Fertõzõ és parazitás betegségek ,0.41,0.31,0.36
,,,,,
2007,Budapest_03._ker., Humán immunodeficiencia vírus (HIV) betegség  ,0,0,0
,,,,,
2007,Budapest_03._ker., Rosszindulatú daganatok ,27.77,26.4,26.94
,,,,,
2007,Budapest_03._ker., A gyomor rosszindulatú daganata ,1.08,1.05,1.05
,,,,,
2007,Budapest_03._ker., A vastagbél rosszindulatú daganata ,2.94,2.85,2.92
,,,,,
2007,Budapest_03._ker., Vastagbél és végbél rosszindulatú daganata ,4.37,4.24,4.32
,,,,,
2007,Budapest_03._ker.," A gége, a légcsõ, a hörgõ és tüdõ  rosszindulatú daganata ",8.13,4.82,6.39
,,,,,
2007,Budapest_03._ker., A bõr rosszindulatú melanomája ,0.09,0.08,0.09
,,,,,
2007,Budapest_03._ker., Az emlõ rosszindulatú daganata ,0,4.71,2.53
,,,,,
2007,Budapest_03._ker., A méhnyak rosszindulatú daganata ,0,0.42,0.22
,,,,,
2007,Budapest_03._ker., A prostata rosszindulatú daganata ,1.68,0,0.81
,,,,,
2007,Budapest_03._ker., A nyirok- és vérképzõszervek és rokon szövetek rosszindulatú daganatai  ,2.04,2.48,2.26
,,,,,
2007,Budapest_03._ker., Mentális és viselkedészavarok ,0.9,2.43,1.69
,,,,,
2007,Budapest_03._ker., Keringési rendszer betegségei ,45.28,49.15,46.81
,,,,,
2007,Budapest_03._ker., Ischaemiás szívbetegség ,24.82,23.12,23.73
,,,,,
2007,Budapest_03._ker., Cerebrovasculáris betegségek ,9.09,9.26,9.07
,,,,,
2007,Budapest_03._ker., A légzõrendszer betegségei ,4.77,5.37,5.07
,,,,,
2007,Budapest_03._ker., Idült alsó légúti betegségek  ,3.81,3.98,3.85
,,,,,
2007,Budapest_03._ker., Az emésztõrendszer betegségei ,11.33,6.02,8.37
,,,,,
2007,Budapest_03._ker., Krónikus májbetegségek és cirrózis ,7.81,3.38,5.33
,,,,,
2007,Budapest_03._ker., A morbiditás és mortalitás küldõ okai ,5.52,4.76,5.11
,,,,,
2007,Budapest_03._ker., Balesetek ,3.72,2.98,3.3
,,,,,
2007,Budapest_03._ker., Közlekedési balesetek ,1.67,0.42,0.98
,,,,,
2007,Budapest_03._ker., Esések ,1.35,1.26,1.31
,,,,,
2007,Budapest_03._ker., Szándékos önártalom ,1.35,1.62,1.52
,,,,,
2007,Budapest_03._ker., Testi sértés ,0,0,0
,,,,,
2007,Budapest_03._ker., Elkerülhetõ halálozások ,16.83,11.38,13.87
,,,,,
2007,Budapest_03._ker., Dohányzásnak tulajdonítható ,21.55,9.09,14.83
,,,,,
2007,Budapest_09._ker., Összes halálozás ,135.38,118.71,124.98
,,,,,
2007,Budapest_09._ker., Fertõzõ és parazitás betegségek ,1.29,0.64,0.95
,,,,,
2007,Budapest_09._ker., Humán immunodeficiencia vírus (HIV) betegség  ,0,0,0
,,,,,
2007,Budapest_09._ker., Rosszindulatú daganatok ,36.37,32.78,34.01
,,,,,
2007,Budapest_09._ker., A gyomor rosszindulatú daganata ,2.35,0.82,1.47
,,,,,
2007,Budapest_09._ker., A vastagbél rosszindulatú daganata ,3.99,2.64,3.19
,,,,,
2007,Budapest_09._ker., Vastagbél és végbél rosszindulatú daganata ,5.4,5.34,5.26
,,,,,
2007,Budapest_09._ker.," A gége, a légcsõ, a hörgõ és tüdõ  rosszindulatú daganata ",13.57,11.09,12.18
,,,,,
2007,Budapest_09._ker., A bõr rosszindulatú melanomája ,0,0.52,0.27
,,,,,
2007,Budapest_09._ker., Az emlõ rosszindulatú daganata ,0,3.12,1.69
,,,,,
2007,Budapest_09._ker., A méhnyak rosszindulatú daganata ,0,0.47,0.27
,,,,,
2007,Budapest_09._ker., A prostata rosszindulatú daganata ,1.6,0,0.69
,,,,,
2007,Budapest_09._ker., A nyirok- és vérképzõszervek és rokon szövetek rosszindulatú daganatai  ,1.85,0.87,1.3
,,,,,
2007,Budapest_09._ker., Mentális és viselkedészavarok ,4.35,4.97,4.49
,,,,,
2007,Budapest_09._ker., Keringési rendszer betegségei ,58.01,54.8,55.6
,,,,,
2007,Budapest_09._ker., Ischaemiás szívbetegség ,28.45,22.54,24.83
,,,,,
2007,Budapest_09._ker., Cerebrovasculáris betegségek ,8.56,12.98,10.75
,,,,,
2007,Budapest_09._ker., A légzõrendszer betegségei ,6.93,4.43,5.52
,,,,,
2007,Budapest_09._ker., Idült alsó légúti betegségek  ,3.89,4.15,3.95
,,,,,
2007,Budapest_09._ker., Az emésztõrendszer betegségei ,9.59,9.22,9.32
,,,,,
2007,Budapest_09._ker., Krónikus májbetegségek és cirrózis ,5.3,4.61,4.89
,,,,,
2007,Budapest_09._ker., A morbiditás és mortalitás küldõ okai ,12.34,6.49,9.21
,,,,,
2007,Budapest_09._ker., Balesetek ,9.05,4.33,6.49
,,,,,
2007,Budapest_09._ker., Közlekedési balesetek ,3.41,0.4,1.8
,,,,,
2007,Budapest_09._ker., Esések ,3,1.94,2.36
,,,,,
2007,Budapest_09._ker., Szándékos önártalom ,2.66,2.06,2.36
,,,,,
2007,Budapest_09._ker., Testi sértés ,0.63,0,0.3
,,,,,
2007,Budapest_09._ker., Elkerülhetõ halálozások ,16.71,12.91,14.76
,,,,,
2007,Budapest_09._ker., Dohányzásnak tulajdonítható ,31.36,14.15,22
,,,,,
2007,Monori_jaras, Összes halálozás ,154.91,143.29,146.4
,,,,,
2007,Monori_jaras, Fertõzõ és parazitás betegségek ,0.74,0.35,0.53
,,,,,
2007,Monori_jaras, Humán immunodeficiencia vírus (HIV) betegség  ,0,0,0
,,,,,
2007,Monori_jaras, Rosszindulatú daganatok ,35.29,32.26,32.72
,,,,,
2007,Monori_jaras, A gyomor rosszindulatú daganata ,1.78,0.73,1.21
,,,,,
2007,Monori_jaras, A vastagbél rosszindulatú daganata ,3.35,4.78,4.07
,,,,,
2007,Monori_jaras, Vastagbél és végbél rosszindulatú daganata ,4.47,5.86,5.13
,,,,,
2007,Monori_jaras," A gége, a légcsõ, a hörgõ és tüdõ  rosszindulatú daganata ",11.21,6.95,9.04
,,,,,
2007,Monori_jaras, A bõr rosszindulatú melanomája ,0,0,0
,,,,,
2007,Monori_jaras, Az emlõ rosszindulatú daganata ,0,4.61,2.41
,,,,,
2007,Monori_jaras, A méhnyak rosszindulatú daganata ,0,1.29,0.67
,,,,,
2007,Monori_jaras, A prostata rosszindulatú daganata ,2.43,0,1.08
,,,,,
2007,Monori_jaras, A nyirok- és vérképzõszervek és rokon szövetek rosszindulatú daganatai  ,0.91,0.29,0.61
,,,,,
2007,Monori_jaras, Mentális és viselkedészavarok ,2.36,2.35,2.37
,,,,,
2007,Monori_jaras, Keringési rendszer betegségei ,71.1,72.33,70.31
,,,,,
2007,Monori_jaras, Ischaemiás szívbetegség ,36.03,33.74,34.54
,,,,,
2007,Monori_jaras, Cerebrovasculáris betegségek ,14.12,13.87,12.93
,,,,,
2007,Monori_jaras, A légzõrendszer betegségei ,6.28,8.29,7.34
,,,,,
2007,Monori_jaras, Idült alsó légúti betegségek  ,4.76,5.34,5.06
,,,,,
2007,Monori_jaras, Az emésztõrendszer betegségei ,15.69,10.38,12.91
,,,,,
2007,Monori_jaras, Krónikus májbetegségek és cirrózis ,9.72,4.54,7.11
,,,,,
2007,Monori_jaras, A morbiditás és mortalitás küldõ okai ,14.06,5.51,9.51
,,,,,
2007,Monori_jaras, Balesetek ,6.87,2.51,4.62
,,,,,
2007,Monori_jaras, Közlekedési balesetek ,3.39,0.38,1.78
,,,,,
2007,Monori_jaras, Esések ,2.09,1.69,1.94
,,,,,
2007,Monori_jaras, Szándékos önártalom ,6.96,1.77,4.14
,,,,,
2007,Monori_jaras, Testi sértés ,0,0.84,0.44
,,,,,
2007,Monori_jaras, Elkerülhetõ halálozások ,22.83,18.24,20.52
,,,,,
2007,Monori_jaras, Dohányzásnak tulajdonítható ,30.21,14.48,21.95
,,,,,
2007,Sellyei_jaras, Összes halálozás ,120.4,118.95,122.16
,,,,,
2007,Sellyei_jaras, Fertõzõ és parazitás betegségek ,0,0,0
,,,,,
