year,jaras,cause_name,male_smr,female_smr,total_smr
2010,Paksi_jaras, Mentális és viselkedészavarok , 0.84 , 0.00 , 0.44 
2010,Paksi_jaras, Keringési rendszer betegségei , 12.87 , 3.91 , 8.53 
2010,Paksi_jaras, Ischaemiás szívbetegség , 6.73 , 0.91 , 3.93 
2010,Paksi_jaras, Cerebrovasculáris betegségek , 2.69 , 0.86 , 1.78 
2010,Paksi_jaras, A légzõrendszer betegségei , 2.78 , 0.39 , 1.65 
2010,Paksi_jaras, Idült alsó légúti betegségek  , 2.32 , 0.39 , 1.41 
2010,Paksi_jaras, Az emésztõrendszer betegségei , 5.93 , 2.00 , 4.06 
2010,Paksi_jaras, Krónikus májbetegségek és cirrózis , 5.53 , 2.00 , 3.86 
2010,Paksi_jaras, A morbiditás és mortalitás küldõ okai , 7.81 , 0.41 , 4.23 
2010,Paksi_jaras, Balesetek , 3.62 , 0.00 , 1.87 
2010,Paksi_jaras, Közlekedési balesetek , 0.35 , 0.00 , 0.18 
2010,Paksi_jaras, Esések , 2.13 , 0.00 , 1.10 
2010,Paksi_jaras, Szándékos önártalom , 3.85 , 0.41 , 2.18 
2010,Paksi_jaras, Testi sértés , 0.00 , 0.00 , 0.00 
2010,Paksi_jaras, Elkerülhetõ halálozások , 10.49 , 5.55 , 8.05 
2010,Paksi_jaras, Dohányzásnak tulajdonítható , 18.51 , 3.63 , 11.34 
2010,Gonci_jaras, Összes halálozás , 63.06 , 31.88 , 48.18 
2010,Gonci_jaras, Fertõzõ és parazitás betegségek , 0.00 , 0.00 , 0.00 
2010,Gonci_jaras, Humán immunodeficiencia vírus (HIV) betegség  , 0.00 , 0.00 , 0.00 
2010,Gonci_jaras, Rosszindulatú daganatok , 19.25 , 9.86 , 14.68 
2010,Gonci_jaras, A gyomor rosszindulatú daganata , 0.00 , 0.00 , 0.00 
2010,Gonci_jaras, A vastagbél rosszindulatú daganata , 1.33 , 2.62 , 1.97 
2010,Gonci_jaras, Vastagbél és végbél rosszindulatú daganata , 1.33 , 2.62 , 1.97 
2010,Gonci_jaras," A gége, a légcsõ, a hörgõ és tüdõ  rosszindulatú daganata ", 10.16 , 4.37 , 7.25 
2010,Gonci_jaras, A bõr rosszindulatú melanomája , 0.00 , 0.00 , 0.00 
2010,Gonci_jaras, Az emlõ rosszindulatú daganata , 0.00 , 0.00 , 0.00 
2010,Gonci_jaras, A méhnyak rosszindulatú daganata , 0.00 , 0.00 , 0.00 
2010,Gonci_jaras, A prostata rosszindulatú daganata , 0.00 , 0.00 , 0.00 
2010,Gonci_jaras, A nyirok- és vérképzõszervek és rokon szövetek rosszindulatú daganatai  , 0.00 , 1.19 , 0.56 
2010,Gonci_jaras, Mentális és viselkedészavarok , 0.00 , 0.00 , 0.00 
2010,Gonci_jaras, Keringési rendszer betegségei , 18.27 , 6.88 , 12.86 
2010,Gonci_jaras, Ischaemiás szívbetegség , 8.29 , 4.27 , 6.23 
2010,Gonci_jaras, Cerebrovasculáris betegségek , 5.44 , 2.62 , 4.28 
2010,Gonci_jaras, A légzõrendszer betegségei , 2.28 , 1.26 , 1.80 
2010,Gonci_jaras, Idült alsó légúti betegségek  , 2.28 , 1.26 , 1.80 
2010,Gonci_jaras, Az emésztõrendszer betegségei , 7.26 , 2.80 , 5.16 
2010,Gonci_jaras, Krónikus májbetegségek és cirrózis , 3.82 , 2.80 , 3.30 
2010,Gonci_jaras, A morbiditás és mortalitás küldõ okai , 14.03 , 6.69 , 10.60 
2010,Gonci_jaras, Balesetek , 9.51 , 3.54 , 6.70 
2010,Gonci_jaras, Közlekedési balesetek , 2.29 , 2.25 , 2.28 
2010,Gonci_jaras, Esések , 0.00 , 0.00 , 0.00 
2010,Gonci_jaras, Szándékos önártalom , 4.52 , 0.99 , 2.81 
2010,Gonci_jaras, Testi sértés , 0.00 , 0.96 , 0.49 
2010,Gonci_jaras, Elkerülhetõ halálozások , 15.62 , 8.59 , 12.32 
2010,Gonci_jaras, Dohányzásnak tulajdonítható , 23.05 , 7.54 , 15.60 
2010,Hegyhati_jaras, Összes halálozás , 73.66 , 38.09 , 56.91 
2010,Hegyhati_jaras, Fertõzõ és parazitás betegségek , 0.00 , 0.00 , 0.00 
2010,Hegyhati_jaras, Humán immunodeficiencia vírus (HIV) betegség  , 0.00 , 0.00 , 0.00 
2010,Hegyhati_jaras, Rosszindulatú daganatok , 22.96 , 20.45 , 21.84 
2010,Hegyhati_jaras, A gyomor rosszindulatú daganata , 1.60 , 0.00 , 0.87 
2010,Hegyhati_jaras, A vastagbél rosszindulatú daganata , 0.00 , 0.00 , 0.00 
2010,Hegyhati_jaras, Vastagbél és végbél rosszindulatú daganata , 2.70 , 3.09 , 2.96 
2010,Hegyhati_jaras," A gége, a légcsõ, a hörgõ és tüdõ  rosszindulatú daganata ", 15.41 , 11.96 , 13.70 
2010,Hegyhati_jaras, A bõr rosszindulatú melanomája , 0.00 , 0.00 , 0.00 
2010,Hegyhati_jaras, Az emlõ rosszindulatú daganata , 0.00 , 0.00 , 0.00 
2010,Hegyhati_jaras, A méhnyak rosszindulatú daganata , 0.00 , 0.00 , 0.00 
2010,Hegyhati_jaras, A prostata rosszindulatú daganata , 0.00 , 0.00 , 0.00 
2010,Hegyhati_jaras, A nyirok- és vérképzõszervek és rokon szövetek rosszindulatú daganatai  , 0.00 , 1.48 , 0.71 
2010,Hegyhati_jaras, Mentális és viselkedészavarok , 3.46 , 0.00 , 1.73 
2010,Hegyhati_jaras, Keringési rendszer betegségei , 23.10 , 8.11 , 16.06 
2010,Hegyhati_jaras, Ischaemiás szívbetegség , 9.31 , 1.56 , 5.66 
2010,Hegyhati_jaras, Cerebrovasculáris betegségek , 1.57 , 0.00 , 0.83 
2010,Hegyhati_jaras, A légzõrendszer betegségei , 1.17 , 1.67 , 1.49 
2010,Hegyhati_jaras, Idült alsó légúti betegségek  , 1.17 , 1.67 , 1.49 
2010,Hegyhati_jaras, Az emésztõrendszer betegségei , 3.51 , 1.53 , 2.58 
2010,Hegyhati_jaras, Krónikus májbetegségek és cirrózis , 3.51 , 0.00 , 1.86 
2010,Hegyhati_jaras, A morbiditás és mortalitás küldõ okai , 11.14 , 4.17 , 7.94 
2010,Hegyhati_jaras, Balesetek , 11.14 , 1.95 , 6.87 
2010,Hegyhati_jaras, Közlekedési balesetek , 8.14 , 0.00 , 4.36 
2010,Hegyhati_jaras, Esések , 1.50 , 0.00 , 0.79 
2010,Hegyhati_jaras, Szándékos önártalom , 0.00 , 2.22 , 1.07 
2010,Hegyhati_jaras, Testi sértés , 0.00 , 0.00 , 0.00 
2010,Hegyhati_jaras, Elkerülhetõ halálozások , 18.29 , 9.40 , 13.95 
2010,Hegyhati_jaras, Dohányzásnak tulajdonítható , 21.90 , 12.63 , 17.51 
2010,Dombovari_jaras, Összes halálozás , 54.25 , 28.80 , 41.41 
2010,Dombovari_jaras, Fertõzõ és parazitás betegségek , 0.52 , 0.00 , 0.27 
2010,Dombovari_jaras, Humán immunodeficiencia vírus (HIV) betegség  , 0.00 , 0.00 , 0.00 
2010,Dombovari_jaras, Rosszindulatú daganatok , 23.25 , 17.25 , 20.28 
2010,Dombovari_jaras, A gyomor rosszindulatú daganata , 0.00 , 1.84 , 0.93 
2010,Dombovari_jaras, A vastagbél rosszindulatú daganata , 1.15 , 1.77 , 1.48 
2010,Dombovari_jaras, Vastagbél és végbél rosszindulatú daganata , 1.68 , 2.38 , 2.05 
2010,Dombovari_jaras," A gége, a légcsõ, a hörgõ és tüdõ  rosszindulatú daganata ", 9.34 , 6.02 , 7.69 
2010,Dombovari_jaras, A bõr rosszindulatú melanomája , 1.64 , 0.00 , 0.82 
2010,Dombovari_jaras, Az emlõ rosszindulatú daganata , 0.00 , 1.93 , 0.95 
2010,Dombovari_jaras, A méhnyak rosszindulatú daganata , 0.00 , 0.86 , 0.43 
2010,Dombovari_jaras, A prostata rosszindulatú daganata , 0.60 , 0.00 , 0.30 
2010,Dombovari_jaras, A nyirok- és vérképzõszervek és rokon szövetek rosszindulatú daganatai  , 1.12 , 0.00 , 0.56 
2010,Dombovari_jaras, Mentális és viselkedészavarok , 0.00 , 0.00 , 0.00 
2010,Dombovari_jaras, Keringési rendszer betegségei , 12.09 , 6.35 , 9.13 
2010,Dombovari_jaras, Ischaemiás szívbetegség , 2.28 , 3.92 , 3.07 
2010,Dombovari_jaras, Cerebrovasculáris betegségek , 2.89 , 0.62 , 1.78 
2010,Dombovari_jaras, A légzõrendszer betegségei , 2.44 , 0.56 , 1.51 
2010,Dombovari_jaras, Idült alsó légúti betegségek  , 1.68 , 0.00 , 0.85 
2010,Dombovari_jaras, Az emésztõrendszer betegségei , 5.55 , 1.72 , 3.58 
2010,Dombovari_jaras, Krónikus májbetegségek és cirrózis , 5.00 , 1.72 , 3.30 
2010,Dombovari_jaras, A morbiditás és mortalitás küldõ okai , 8.82 , 1.30 , 5.08 
2010,Dombovari_jaras, Balesetek , 4.58 , 0.53 , 2.57 
2010,Dombovari_jaras, Közlekedési balesetek , 1.75 , 0.00 , 0.87 
2010,Dombovari_jaras, Esések , 0.87 , 0.53 , 0.70 
2010,Dombovari_jaras, Szándékos önártalom , 4.24 , 0.77 , 2.51 
2010,Dombovari_jaras, Testi sértés , 0.00 , 0.00 , 0.00 
2010,Dombovari_jaras, Elkerülhetõ halálozások , 13.70 , 8.94 , 11.29 
2010,Dombovari_jaras, Dohányzásnak tulajdonítható , 16.31 , 7.43 , 11.91 
2010,Kunszentmiklosi_jaras, Összes halálozás , 57.00 , 16.63 , 37.46 
2010,Kunszentmiklosi_jaras, Fertõzõ és parazitás betegségek , 0.76 , 0.00 , 0.37 
2010,Kunszentmiklosi_jaras, Humán immunodeficiencia vírus (HIV) betegség  , 0.00 , 0.00 , 0.00 
2010,Kunszentmiklosi_jaras, Rosszindulatú daganatok , 21.16 , 3.51 , 12.52 
2010,Kunszentmiklosi_jaras, A gyomor rosszindulatú daganata , 0.60 , 0.00 , 0.33 
2010,Kunszentmiklosi_jaras, A vastagbél rosszindulatú daganata , 0.76 , 0.00 , 0.37 
2010,Kunszentmiklosi_jaras, Vastagbél és végbél rosszindulatú daganata , 1.82 , 0.00 , 0.92 
2010,Kunszentmiklosi_jaras," A gége, a légcsõ, a hörgõ és tüdõ  rosszindulatú daganata ", 11.84 , 0.74 , 6.46 
2010,Kunszentmiklosi_jaras, A bõr rosszindulatú melanomája , 0.00 , 0.00 , 0.00 
2010,Kunszentmiklosi_jaras, Az emlõ rosszindulatú daganata , 0.00 , 0.63 , 0.31 
2010,Kunszentmiklosi_jaras, A méhnyak rosszindulatú daganata , 0.00 , 0.00 , 0.00 
2010,Kunszentmiklosi_jaras, A prostata rosszindulatú daganata , 0.00 , 0.00 , 0.00 
2010,Kunszentmiklosi_jaras, A nyirok- és vérképzõszervek és rokon szövetek rosszindulatú daganatai  , 0.84 , 0.80 , 0.77 
2010,Kunszentmiklosi_jaras, Mentális és viselkedészavarok , 0.91 , 0.00 , 0.47 
2010,Kunszentmiklosi_jaras, Keringési rendszer betegségei , 13.75 , 5.52 , 9.82 
2010,Kunszentmiklosi_jaras, Ischaemiás szívbetegség , 6.70 , 2.83 , 4.90 
2010,Kunszentmiklosi_jaras, Cerebrovasculáris betegségek , 3.88 , 2.69 , 3.31 
2010,Kunszentmiklosi_jaras, A légzõrendszer betegségei , 1.75 , 0.63 , 1.20 
2010,Kunszentmiklosi_jaras, Idült alsó légúti betegségek  , 1.75 , 0.63 , 1.20 
2010,Kunszentmiklosi_jaras, Az emésztõrendszer betegségei , 7.31 , 1.10 , 4.30 
2010,Kunszentmiklosi_jaras, Krónikus májbetegségek és cirrózis , 7.31 , 1.10 , 4.30 
2010,Kunszentmiklosi_jaras, A morbiditás és mortalitás küldõ okai , 7.98 , 3.74 , 5.98 
2010,Kunszentmiklosi_jaras, Balesetek , 3.18 , 1.37 , 2.30 
2010,Kunszentmiklosi_jaras, Közlekedési balesetek , 1.67 , 0.00 , 0.87 
2010,Kunszentmiklosi_jaras, Esések , 0.74 , 0.63 , 0.68 
2010,Kunszentmiklosi_jaras, Szándékos önártalom , 4.79 , 2.37 , 3.68 
2010,Kunszentmiklosi_jaras, Testi sértés , 0.00 , 0.00 , 0.00 
2010,Kunszentmiklosi_jaras, Elkerülhetõ halálozások , 12.17 , 5.54 , 8.95 
2010,Kunszentmiklosi_jaras, Dohányzásnak tulajdonítható , 21.52 , 3.69 , 12.90 
2010,Gyali_jaras, Összes halálozás , 51.93 , 24.82 , 38.81 
2010,Gyali_jaras, Fertõzõ és parazitás betegségek , 1.87 , 0.00 , 0.99 
2010,Gyali_jaras, Humán immunodeficiencia vírus (HIV) betegség  , 0.00 , 0.00 , 0.00 
2010,Gyali_jaras, Rosszindulatú daganatok , 17.80 , 14.33 , 16.13 
2010,Gyali_jaras, A gyomor rosszindulatú daganata , 3.27 , 0.59 , 1.98 
2010,Gyali_jaras, A vastagbél rosszindulatú daganata , 0.51 , 1.28 , 0.89 
2010,Gyali_jaras, Vastagbél és végbél rosszindulatú daganata , 0.51 , 1.87 , 1.18 
2010,Gyali_jaras," A gége, a légcsõ, a hörgõ és tüdõ  rosszindulatú daganata ", 4.96 , 2.98 , 3.99 
2010,Gyali_jaras, A bõr rosszindulatú melanomája , 0.55 , 0.43 , 0.49 
2010,Gyali_jaras, Az emlõ rosszindulatú daganata , 0.00 , 2.02 , 0.99 
2010,Gyali_jaras, A méhnyak rosszindulatú daganata , 0.00 , 0.85 , 0.41 
2010,Gyali_jaras, A prostata rosszindulatú daganata , 0.52 , 0.00 , 0.26 
2010,Gyali_jaras, A nyirok- és vérképzõszervek és rokon szövetek rosszindulatú daganatai  , 0.91 , 0.00 , 0.46 
2010,Gyali_jaras, Mentális és viselkedészavarok , 1.24 , 0.68 , 0.95 
2010,Gyali_jaras, Keringési rendszer betegségei , 16.59 , 3.48 , 10.25 
2010,Gyali_jaras, Ischaemiás szívbetegség , 9.28 , 1.42 , 5.43 
2010,Gyali_jaras, Cerebrovasculáris betegségek , 2.24 , 0.00 , 1.18 
2010,Gyali_jaras, A légzõrendszer betegségei , 0.92 , 0.54 , 0.73 
2010,Gyali_jaras, Idült alsó légúti betegségek  , 0.92 , 0.54 , 0.73 
2010,Gyali_jaras, Az emésztõrendszer betegségei , 6.30 , 4.39 , 5.42 
2010,Gyali_jaras, Krónikus májbetegségek és cirrózis , 4.20 , 2.97 , 3.63 
2010,Gyali_jaras, A morbiditás és mortalitás küldõ okai , 5.97 , 0.74 , 3.44 
2010,Gyali_jaras, Balesetek , 2.70 , 0.00 , 1.38 
2010,Gyali_jaras, Közlekedési balesetek , 1.16 , 0.00 , 0.57 
2010,Gyali_jaras, Esések , 0.57 , 0.00 , 0.30 
2010,Gyali_jaras, Szándékos önártalom , 3.27 , 0.74 , 2.06 
2010,Gyali_jaras, Testi sértés , 0.00 , 0.00 , 0.00 
2010,Gyali_jaras, Elkerülhetõ halálozások , 10.65 , 5.45 , 8.17 
2010,Gyali_jaras, Dohányzásnak tulajdonítható , 13.85 , 5.21 , 9.66 
2010,Budapest_13._ker., Összes halálozás , 47.09 , 21.85 , 33.92 
2010,Budapest_13._ker., Fertõzõ és parazitás betegségek , 1.14 , 0.00 , 0.54 
2010,Budapest_13._ker., Humán immunodeficiencia vírus (HIV) betegség  , 0.00 , 0.00 , 0.00 
2010,Budapest_13._ker., Rosszindulatú daganatok , 15.22 , 9.34 , 12.13 
2010,Budapest_13._ker., A gyomor rosszindulatú daganata , 0.70 , 0.72 , 0.71 
2010,Budapest_13._ker., A vastagbél rosszindulatú daganata , 1.43 , 0.50 , 0.93 
2010,Budapest_13._ker., Vastagbél és végbél rosszindulatú daganata , 2.00 , 1.01 , 1.47 
2010,Budapest_13._ker.," A gége, a légcsõ, a hörgõ és tüdõ  rosszindulatú daganata ", 5.60 , 2.93 , 4.20 
2010,Budapest_13._ker., A bõr rosszindulatú melanomája , 0.50 , 0.00 , 0.24 
2010,Budapest_13._ker., Az emlõ rosszindulatú daganata , 0.00 , 1.73 , 0.90 
2010,Budapest_13._ker., A méhnyak rosszindulatú daganata , 0.00 , 0.00 , 0.00 
2010,Budapest_13._ker., A prostata rosszindulatú daganata , 0.37 , 0.00 , 0.18 
2010,Budapest_13._ker., A nyirok- és vérképzõszervek és rokon szövetek rosszindulatú daganatai  , 1.25 , 0.31 , 0.76 
2010,Budapest_13._ker., Mentális és viselkedészavarok , 0.20 , 0.17 , 0.18 
2010,Budapest_13._ker., Keringési rendszer betegségei , 12.58 , 5.58 , 8.93 
2010,Budapest_13._ker., Ischaemiás szívbetegség , 8.69 , 2.62 , 5.52 
2010,Budapest_13._ker., Cerebrovasculáris betegségek , 1.65 , 1.24 , 1.43 
2010,Budapest_13._ker., A légzõrendszer betegségei , 2.33 , 0.94 , 1.60 
2010,Budapest_13._ker., Idült alsó légúti betegségek  , 1.68 , 0.57 , 1.10 
2010,Budapest_13._ker., Az emésztõrendszer betegségei , 7.19 , 3.02 , 5.04 
2010,Budapest_13._ker., Krónikus májbetegségek és cirrózis , 4.24 , 2.15 , 3.16 
2010,Budapest_13._ker., A morbiditás és mortalitás küldõ okai , 5.94 , 1.57 , 3.68 
2010,Budapest_13._ker., Balesetek , 3.78 , 1.08 , 2.40 
2010,Budapest_13._ker., Közlekedési balesetek , 0.47 , 0.44 , 0.47 
2010,Budapest_13._ker., Esések , 1.22 , 0.00 , 0.58 
2010,Budapest_13._ker., Szándékos önártalom , 1.80 , 0.48 , 1.11 
2010,Budapest_13._ker., Testi sértés , 0.17 , 0.00 , 0.08 
2010,Budapest_13._ker., Elkerülhetõ halálozások , 10.88 , 6.50 , 8.55 
2010,Budapest_13._ker., Dohányzásnak tulajdonítható , 13.82 , 5.14 , 9.28 
2010,Csengeri_jaras, Összes halálozás , 67.63 , 17.17 , 43.57 
2010,Csengeri_jaras, Fertõzõ és parazitás betegségek , 1.50 , 0.00 , 0.78 
2010,Csengeri_jaras, Humán immunodeficiencia vírus (HIV) betegség  , 0.00 , 0.00 , 0.00 
2010,Csengeri_jaras, Rosszindulatú daganatok , 16.50 , 6.98 , 11.87 
2010,Csengeri_jaras, A gyomor rosszindulatú daganata , 4.06 , 0.00 , 2.02 
2010,Csengeri_jaras, A vastagbél rosszindulatú daganata , 1.33 , 0.00 , 0.72 
2010,Csengeri_jaras, Vastagbél és végbél rosszindulatú daganata , 4.58 , 0.00 , 2.33 
2010,Csengeri_jaras," A gége, a légcsõ, a hörgõ és tüdõ  rosszindulatú daganata ", 2.68 , 3.26 , 3.00 
2010,Csengeri_jaras, A bõr rosszindulatú melanomája , 0.00 , 0.00 , 0.00 
2010,Csengeri_jaras, Az emlõ rosszindulatú daganata , 0.00 , 1.44 , 0.75 
2010,Csengeri_jaras, A méhnyak rosszindulatú daganata , 0.00 , 0.00 , 0.00 
2010,Csengeri_jaras, A prostata rosszindulatú daganata , 1.50 , 0.00 , 0.78 
2010,Csengeri_jaras, A nyirok- és vérképzõszervek és rokon szövetek rosszindulatú daganatai  , 0.00 , 2.29 , 1.17 
2010,Csengeri_jaras, Mentális és viselkedészavarok , 2.22 , 0.00 , 1.00 
2010,Csengeri_jaras, Keringési rendszer betegségei , 23.91 , 2.76 , 13.94 
2010,Csengeri_jaras, Ischaemiás szívbetegség , 16.49 , 1.32 , 9.16 
2010,Csengeri_jaras, Cerebrovasculáris betegségek , 0.00 , 0.00 , 0.00 
2010,Csengeri_jaras, A légzõrendszer betegségei , 1.54 , 2.62 , 2.14 
2010,Csengeri_jaras, Idült alsó légúti betegségek  , 1.54 , 2.62 , 2.14 
2010,Csengeri_jaras, Az emésztõrendszer betegségei , 4.63 , 3.25 , 4.02 
2010,Csengeri_jaras, Krónikus májbetegségek és cirrózis , 4.63 , 3.25 , 4.02 
2010,Csengeri_jaras, A morbiditás és mortalitás küldõ okai , 8.44 , 1.57 , 5.23 
2010,Csengeri_jaras, Balesetek , 4.46 , 0.00 , 2.26 
2010,Csengeri_jaras, Közlekedési balesetek , 0.00 , 0.00 , 0.00 
2010,Csengeri_jaras, Esések , 0.00 , 0.00 , 0.00 
2010,Csengeri_jaras, Szándékos önártalom , 2.28 , 1.57 , 2.09 
2010,Csengeri_jaras, Testi sértés , 1.70 , 0.00 , 0.88 
2010,Csengeri_jaras, Elkerülhetõ halálozások , 23.08 , 2.10 , 12.92 
2010,Csengeri_jaras, Dohányzásnak tulajdonítható , 13.64 , 5.95 , 10.01 
2010,Budapest_04._ker., Összes halálozás , 43.29 , 23.61 , 32.71 
2010,Budapest_04._ker., Fertõzõ és parazitás betegségek , 0.36 , 0.00 , 0.17 
2010,Budapest_04._ker., Humán immunodeficiencia vírus (HIV) betegség  , 0.00 , 0.00 , 0.00 
2010,Budapest_04._ker., Rosszindulatú daganatok , 14.61 , 12.34 , 13.39 
2010,Budapest_04._ker., A gyomor rosszindulatú daganata , 1.08 , 0.20 , 0.60 
2010,Budapest_04._ker., A vastagbél rosszindulatú daganata , 0.71 , 1.11 , 0.92 
